,Job Name,Company Name,City Name,Payment,Payment Rate,Begin Date,End Date,Job Order,Telephone,Email,Web,Full Time,Workers Needed,Job Duties,Experience Required,Experience Months,Special Requirements,Hours Per Week,Schedule
773,Forestry Worker,BECKWITH FORESTRY SERVICE,"KILMICHAEL, MS",$16.11,hour,10/17/2022,4/21/2023,View Job Order,+16623108401,rbeckwith8401@gmail.com,,Yes,45,"All applicants must be able, willing, qualified perform work described in this JO/Ad & be available entire period specified. Under Supervision, perform manual labor develop maintain, protect areas such as forests, forested areas, woodlands, rangelands various activities such as dig holes w/plant tool, plant tree seedlings no J or U root, fill in hole w/dirt secure seedling. Combat insects, pests, diseases harmful to seedling. May walk long distances through densely wooded areas & remote areas; must perform extensive walking (approx. 15 miles/day), stoop, & bend while carry 50lb pack & tools through variable weather, terrain conditions, other forestry activities as per SOC/OES 45-4011. “Employer will provide optional housing at no cost to the worker.” ",No,,"Drug, alcohol, tobacco-free work zone. Must show proof of legal status to work in U.S. Must be 18+ due to travel. Employer provides transport from designated locale to job site daily.  If Supervisor observes worker possibly being under the influence of drugs or alcohol then employer paid testing will commence, failure to participate or failed test = dismissal.",37,8:00 A.M. - 4:00 P.M.
774,Pool Construction Helper,"The Aqua Works Pool Specialists, LLC","Belleville, IL",$18.18,hour,10/17/2022,11/18/2022,View Job Order,+16189718350,aquaworks2013@gmail.com,,Yes,5,"Works with and helps construction laborers and others in the installation of swimming pools.  Workers will assist with various tasks to be performed by laborers and others by providing assistance such as carrying tools and materials, assisting in setting up equipment and other tools used by the laborers and others on site and putting away and cleaning equipment and tools, cleaning up work sites after work is completed and disposing of waste materials from work site.  All tasks to be carried out under the supervision and direction of construction laborers or other employees.",No,,"Candidates for hire must be fit and able to lift weight as required to move equipment and material as needed for assigned tasks. Employer will rely on candidates reporting and Employers observation to conclude candidate meets physical requirements.  
",40,8:00 A.M. - 4:30 P.M.
775,Line Cook,DBA Alexander's,"Roanoke, VA",$12.78,hour,10/20/2022,7/30/2023,View Job Order,,alex105so@gmail.com,www.vawc.virginia.gov,Yes,3,"Prepare food  accurately and efficiently from menu in coordination with all other line cooks to exact specifications of the restaurant. Prep vegetables and sauces from scratch; portion meat and seafood/fish; read and prepare orders in timely manner working  grill and saute lines. Set up and stock stations with necessary supplies. Clean station equipment, sanitize primary surfaces, and store or dispose of leftover food as appropriate. Perform food safety and sanitation procedures. Assist with receiving food deliveries. Rotate products to ensure safe and fresh ingredients.",Yes,6,"Must lift/carry 25 lbs., when necessary.  Standard workweek is Tuesday-Saturday, 5 days per week. Post-hire drug testing required of foreign and domestic workers upon suspicion of use.
",40,1:30 P.M. - 10:00 P.M.
776,Helpers-maintenance,N/A,"Chandler, AZ",$17.73,hour,10/25/2022,4/1/2023,View Job Order,+16025241483,eventsarizona@aol.com,,Yes,35,"Job Duties: Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials and supplies to other workers;
cleaning work area, machines, and tools; and holding materials or tools for other workers.",No,,"Post-employment random drug testing & background checks may be required, at no cost to the worker. The job requires the applicant to be qualified, ready, willing, able, & available to perform during the entire employment at the designated worksite; to enter into & comply with employment contract; to follow workplace rules.
",40,8:00 A.M. - 5:00 P.M.
777,Helpers-maintenance,"Evans United Shows, Inc.","Plattsburg, MO",$15.69,hour,10/26/2022,4/1/2023,View Job Order,+18163095968,erinevans44@aol.com,,Yes,30,"Job Duties: Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials and supplies to other workers;
cleaning work area, machines, and tools; and holding materials or tools for other workers.",No,,"Post-employment random drug testing & background checks may be required, at no cost to the worker. The job requires the applicant to be qualified, ready, willing, able, & available to perform during the entire employment at the designated worksite; to enter into & comply with employment contract; to follow workplace rules.
",40,8:00 A.M. - 5:00 P.M.
778,Maintenance Helper,Watchmen Ventures LLC,"Whiteville, NC",$13.17,hour,10/28/2022,5/31/2023,View Job Order,+19103521990,watcher7557@gmail.com,,Yes,17,"Assist mechanic: maintain carnival equipment; manually sand and prep; clean and lubricate parts; assemble, inspect, and dismantle carnival equipment; heavy lifting & physically mobile.  No education or experience required. No on-the-job training. ",No,,"Must pass post-hire background & drug test paid by employer. The job requires the applicant to be qualified, ready, willing, able, and available to perform during the entire employment at the designated worksite under adverse weather; to enter into and comply with employment contract; to follow workplace rules; abide by rules governing living conditions; and to meet job performance standards. Must cooperate with and complete job application and interview, and any supplied information must be truthful and complete. Must comply with grooming requirements and dress code. Must be able to lift 50 pounds. Subject to discharge for cause.",35,8:30 A.M. - 5:00 P.M.
779,Advanced Housekeeper,Mount Snow Resort,"West Dover, VT",$21.00,hour,10/28/2022,4/15/2023,View Job Order,+13034041800,mnowacki@vailresorts.com,,Yes,30,"Clean & maintain guest accommodations. Make beds & change linens; clean bathrooms; dust furniture, pictures, window ledges & shelves; vacuum carpeted areas & remove trash. Stock guest rooms with amenities such as bottled water, towels & tissues. Clean common areas such as lobbies, hallways, bathrooms & recreation areas. Report damage to guest rooms. Report lost items. Maintain carts, linen rooms & housekeeping equipment & supplies in a neat & orderly fashion. May also help with turndown service. Comply with all resort policies, procedures & standards of operation. Comply with OSHA standards for chemical handling. 

***HOURLY WORK SCHEDULE - CONTINUED FROM ITEM F.a.6...Schedule, hours and shifts vary.",Yes,12," Must be able to lift 50 lbs. Must be able to stand for extended periods of time. Must have a minimum of 1 year of housekeeping experience.
",35,8:00 A.M. - 5:00 P.M.
780,Advanced Housekeeper,Hunter Mountain Resort,"Hunter, NY",$21.00,hour,10/28/2022,4/15/2023,View Job Order,+13034041800,mnowacki@vailresorts.com,,Yes,10,"Clean & maintain guest accommodations. Make beds & change linens; clean bathrooms; dust furniture, pictures, window ledges & shelves; vacuum carpeted areas & remove trash. Stock guest rooms with amenities such as bottled water, towels & tissues. Clean common areas such as lobbies, hallways, bathrooms & recreation areas. Report damage to guest rooms. Report lost items. Maintain carts, linen rooms & housekeeping equipment & supplies in a neat & orderly fashion. May also help with turndown service. Comply with all resort policies, procedures & standards of operation. Comply with OSHA standards for chemical handling.

***HOURLY WORK SCHEDULE - CONTINUED FROM ITEM F.a.6...Schedule, hours and shifts vary.",Yes,12,"Must be able to lift 50 lbs. Must be able to stand for extended periods of time. Must have a minimum of 1 year of housekeeping experience.
",35,8:00 A.M. - 5:00 P.M.
781,Ski Instructor Level 3,"Mammoth Mountain Ski Area, LLC","Mammoth Lakes, CA",$20.91,hour,10/29/2022,4/16/2023,View Job Order,+17609342571,srowan@mammothresorts.com,http://www.mammothmountain.com,Yes,20,"Teach ski techniques using Professional Ski Instructor Methodology, covering safety, and adult and children specific instruction.  Assist in all operational aspects of the ski school including but not limited to teaching, set up of outdoor teaching areas, fitting of ski equipment and general cleaniness of area. Must have a high level of guest service. Must understand and abide by company procedures set forth by our Human Resource Department.",Yes,4,"Must have a valid Professional Ski Instructor of America (PSIA) Level 3 Certification or international equivalence.
",35,8:30 A.M. - 4:00 P.M.
782,Forest Workers,"Pritchett Forestry Services, Inc.","Sweet Water, AL",$16.20-$23.76,hour,10/30/2022,4/1/2023,View Job Order,+13347364402,comartin@tds.net,https://alabamaworks.alabama.gov,Yes,130,"Manual itinerant work hand tree seedling planting to reforest and maintain timberlands. Plant bare-root or containerized tree seedlings using a shovel, hoe dad, dibble bar, hoe, or powered auger. Transport trees in a tree bag.  Select optimum planting location to meet spacing, soil, and shade requirements. Tamp soil around tree seedling with foot or planting tool. As minor activities, thin trees using a chainsaw, brush blade or other hand-held equipment to remove excess trees and other vegetation, determine which immature trees to leave for accelerated growth, depending on spacing, species, size, freedom from disease or other defect, and possible damage to remaining trees, cut brush and other vegetation and may chip debris and move slash away from roads, fire trails and remaining trees, which excludes workers cutting mature trees, apply repellent or fertilizer to tree seedlings, sow seeds, transport tree seedlings from nursery, discard substandard seedlings, and confer with other workers to discuss issues such as safety. Workers who apply for and  obtain an FLC or FLC employee certificate of registration with driving authorization by the USDOL Wage and Hour Division during the employment period may transport workers, count and check and may be offered additional work hours. These jobs involve propagating, protecting, and managing forest tracts. Drug free workplace.  Drug testing may be conducted throughout the employment period at no cost to the worker. Employer may pay a piece rate of $15.00-$22.00 per acre planted correctly, or the prevailing wage in the area of intended employment, whichever is higher.  or applicable piece rate, whichever is higher.  If a piece rate does not result in average hourly piece rate earnings during the pay period at least equal to the amount the worker would have earned had the worker been paid at the hourly rate, the worker’s pay will be supplemented to increase the earnings to the equivalent hourly level.",No,,"Must be 18 years or older. Requires physical stamina.  Extensive walking over rough terrain.  Work is in adverse weather. Must lift and carry 50 lbs. Production standard of 2000 trees correctly planted per 8 hour day after one week of on the job training. Work schedule and locations dependent on weather conditions. Must pass drug screenings. Overnight travel required.
",48,8:00 A.M. - 5:00 P.M.
783,Line Cook Iii,Snowshoe Mountain Resort,"Snowshoe, WV",$11.97-$16.50,hour,10/30/2022,3/30/2023,View Job Order,+13045725707,chickey@snowshoemountain.com,,Yes,10,"Responsible for precisely and consistently prepare food orders by following recipes and instructions. They will safely prepare foods, preform prep work, cook and plate food, sanitize kitchen to Resort standards, transport and process food deliveries, keep workstation neat and sanitized and dishwash. Line Cook III’s will use knives, ovens, grills, warming trays and other cooking instruments in accordance with culinary standards and safe operation. Line Cook III’s are expected to have basic knife skills, able to prepare soups and sauces, know how to properly weigh and measure product, has knowledge of proper seasoning and how to prepare food on a flat top with sauté pan, over open flame and with a broiler",Yes,12,"1 year in job or culinary experience at a high-end hotel, resort, or private club required. 
35 hours per week.  Following Shifts available 7 days a week including weekends and holidays. Flexible schedule with hours between 6AM and 2AM.  Required to be able to work weekends, holidays, morning, day and evening shifts. Wage Per Hour:$11.97 - $16.50. Returning employees in the same position are eligible for merit based on their last seasons performance review scores.  Overtime Possible Per Hour at $17.96 - $24.75",35,6:00 A.M. - 2:00 A.M.
784,Maintenance Helper,"Wood Ent Co., Inc.","San Antonio, TX",$14.51,hour,10/30/2022,4/1/2023,View Job Order,+12108586078,woodentco@aol.com,,Yes,25,"Assist mechanic: maintain carnival equipment; manually sand and prep; clean and lubricate parts; assemble, inspect, and dismantle carnival equipment; heavy lifting & physically mobile.  No education required.  3 months maintenance experience required. No on-the-job training. ",Yes,3,"Must pass post-hire background & drug test paid by employer. The job requires the applicant to be qualified, authorized, ready, willing, able, and available to perform during the entire employment at the designated worksite under adverse weather; to enter into and comply with employment contract and any housing lease; to follow workplace and housing rules; and to meet job performance standards. Must cooperate with and complete job application and interview, and any supplied information must be truthful and complete. Must comply with grooming requirements and dress code. Must be able to lift 50 pounds. Subject to discharge for cause.",35,8:30 A.M. - 5:00 P.M.
785,Laundry Attendant,"New Wave Linen, LLC","Myrtle Beach, SC",$11.59,hour,10/30/2022,4/15/2023,View Job Order,+18438391569,newwavelinen@gmail.com,,Yes,20,"Separate soiled linen.
Load and unload washing machines and dryers.
Fold and press linens using ironers to ensure quality items go back to clients.
Ensure all company standards and policies are followed ensuring quality products are sent back.",No,,"Work schedules vary, typically 38 hours a week with 2 days off per week.  Workweek varies but typically is Mon-Sat. Availability must include nights, weekends, and holidays.",38,8:00 A.M. - 3:30 P.M.
786,Forestry Worker,"Forestall Company, Inc.","Fayette, AL",$8.80-$22.25,hour,10/31/2022,3/1/2023,View Job Order,+12054244564,forestallco@gmail.com,https://alabamaworks.alabama.gov,Yes,184,"Duties: Plant: seedlings/trees; raising & transporting seedlings to then sort tree seedlings, discarding substandard seedlings, according to standard charts or verbal instructions. Incidental driving & other related Forestry Worker activities as per SOC/OES 45-4011 (onetonline.org). 

Possible weekend/holiday work.

At Employer’s sole discretion: possible raises and/or bonuses based on individual factors such as work performance or skill (not guaranteed). Piece rate may apply: worker will never make less than Prevailing Wage/Federal/state/local minimum wage.",No,,"Must be 18 due to travel. Must show proof of legal authorization to work in the United States. Drug/alcohol/tobacco free work zone. Must walk substantially (up to 15 miles/day), also stoop, bend while carrying a pack (up to 50lbs) thru rough terrain (non-trail). All applicants must be able, willing, qualified to perform work described and must be available for the entire period specified and work throughout all areas of intended employment. Based on Employer's discretion/cost: Worker may have random drug/alcohol testing during employment: positive test/refusal to abide = dismissal. Possible background check post hire at employer's expense. Outdoors, exposed to weather; must be capable of doing physically strenuous labor for long hours, occasionally in extreme heat or cold. Variable weather conditions apply; hours may fluctuate (+/-), possible downtime and/or OT.",40,8:00 A.M. - 4:00 P.M.
787,Sushi Chef,Sunny's Sushi,"El Paso, TX",$20.00,hour,11/1/2022,7/30/2023,View Job Order,,sunnycentral4@gmail.com,https://www.sunnyssushi.com/copy-of-member-signup,Yes,2,"Plan, direct and participate in preparation of sushi menu items according to established guidelines on quality, portion size, presentation, and food safety. Cut, slice, and fillet different types of fish. Inspect the quality of items used to prepare dishes.  Take inventory of food supplies and other products. Direct activities of cooks.",Yes,6,"Expert fish-slicing  and sushi-rolling skills, knowledge of food safety and hygiene, excellent knife skills. 
",40,12:00 P.M. - 8:00 P.M.
788,Room Attendants,"Teton Club Owners Association, Inc.","Teton Village, WY",$16.00,hour,11/1/2022,3/25/2023,View Job Order,,h2b@tetonclub.com,www.wyomingatwork.com/,Yes,12,"Thorough cleaning of all guest condominiums, hallways, lobby, restrooms, elevators, stairways, function space and other common areas which may consist of but is not limited to the following: cleaning bathrooms, cleaning and mopping decks, making beds, replacing linen and terry, replenishing guest amenities, emptying wastebaskets; dusting, mopping and vacuuming; cleaning and dusting windows, walls, and patios; folding and stocking terry in the housekeeping closet; replacing guest supplies; keeping storage areas and carts stocked and organized. Ensure security of assigned key access to all areas of the property, and follow club procedures for immediate notification of missing keys. Entry level; requires supervision.",No,,"Must lift/carry 25 lbs., when necessary and frequently kneel, bend, crawl, and work on hands and knees.  Work schedule is at least 5 days/week with shifts varying by day and work days varying by week to include Saturday and Sunday. Post-hire upon suspicion of use and post-accident drug testing required of foreign and domestic workers.
",35,8:00 A.M. - 3:30 P.M.
789,Server,"TG Administration LLC a Subsidiary of Troon Golf, LLC","FORT MYERS, FL",$16.00,hour,11/1/2022,5/1/2023,View Job Order,+12397687217,kemorr.condappa@troon.com,,Yes,6,"Servers will be responsible for greeting members, presenting menus, answer questions about menu items, taking food or beverage orders, and serving food and beverage items customers at tables or the bar. Prepare checks and collect payments. Clean tables, counters, and bars after customers have finished dining. Remove dishes and glasses from tables, counters, bars, and take them to kitchen for cleaning. Stock service areas and bar with supplies. Mix and prepare flavors for mixed drinks. Wash glasses or other serving equipment at bars. Prepare tables and bar areas for meals, including setting up items such as linens, silverware, and glassware. May be required to perform duties in an outdoor environment and at banquet events; and may be required to serve customers via golf cart.

Anticipated days and hours of work per week: All workers will work a minimum of 35 hours per week and 5 shifts per week (meaning no less than). Shifts: 10am – 5pm; 4pm – 10pm. Shift days and work hours vary. Different shifts not listed may be needed based on events.",Yes,6,"Six months of experience as server in a fine-dining or high-volume environment at a high-end restaurant, or private club. Must pass pre-employment drug test (in accordance with company's Drug Free Workplace Policy) and background check; this includes seasonal and full-time annual positions and is applied to all applicants regardless of their national origin, race, gender, or visa status.
",49,10:00 A.M. - 5:00 P.M.
790,Houseman,Winter Park Resort,"Winter Park, CO",$16.65-$27.25,hour,11/1/2022,4/24/2023,View Job Order,+19707261536,,www.winterparkresort.com,Yes,2,"Housemen will be responsible for cleaning and maintaining all rooms, suites, and indoor common areas at Winter Park Resorts properties, which includes any combination of the following: sweep, mop, scrub, wax and polish floors; sweep and vacuum rugs and baseboards; shampoo and spot clean carpets; dust and polish furniture and woodwork; empty trash; wash windows; stock guest rooms with amenities and supplies; report repair and maintenance needs to supervisor; clean light fixtures and replace light bulbs; perform other light maintenance duties as needed; assist with laundry and pressing of linens and uniforms; assist with guests luggage, provide
direction to rooms and common areas, assist front desk with errands and messages.",Yes,3,"Applicant must complete pre-employment background check.
Three (3) months of experience at a high-end restaurant, resort, or private club required.
35 hours per week.  Shifts available 7 days a week including weekends and holidays. Work schedule can vary and may include evening, weekend, and holidays hours. Example shift: 9:00am to 4:00pm. Shift hours may vary.
Wage per Hour: $16.65 - $27.25. Overtime Possible at $24.98 - $40.88 per hour.

",35,9:00 A.M. - 4:00 P.M.
791,Oyster Shuckers,Wright Brand Oysters,"Coden, AL",$10.55,hour,11/1/2022,7/31/2023,View Job Order,,wrightbrandoysters@aol.com,https://alabamaworks.alabama.gov,Yes,20,Obtain and distribute product; use knife to cut oyster from shell; inspect meat for blemishes and remove/discard. separate processed meat by size or quality and place oysters in containers; assist with cleaning work station at end of shift.   Work is supervised.    Employer provides 14 days on the job training.,No,,"Lift/carry up to 50 pounds.  Employer paid drug test is Post Hire Upon Suspicion.  No infectious diseases; seafood allergies may be fatal.
",35,3:30 A.M. - 11:00 A.M.
792,Housekeeper,Winter Park Resort,"Winter Park, CO",$16.65-$27.25,hour,11/1/2022,4/24/2023,View Job Order,+19707261536,,www.winterparkresort.com,Yes,10,"Housekeepers will be responsible for cleaning and maintaining all rooms and suites at Winter Park Resorts property, which includes vacuuming and mopping floors, dusting, replenishing linens and towels, removal of trash, disinfecting bathrooms and full kitchens, and washing windows.",Yes,6,"Six (6) months of housekeeping experience at a high-end hotel, resort, or private club required.
Applicant must complete pre-employment background check. 
35 hours per week.  Shifts available 7 days a week including weekends and holidays. Work schedule can vary and may include evening, weekend, and holidays hours. Example shift: 9:00am to 4:00pm. Shift hours may vary.
Wage Per Hour: $16.65 - $27.25. Overtime Possible at $24.98 - $40.88


",35,9:00 A.M. - 4:00 P.M.
793,Housekeepers,DBA WannaB Inn,"Englewood, FL",$13.46,hour,10/12/2022,7/31/2023,View Job Order,+14072671279,,www.employflorida.com,Yes,10,"Thorough cleaning of all guest rooms, hallways, lobbies, restrooms, elevators, stairways, function space and other public areas which may consist of but is not limited to the following: replacing linen and terry, replenishing guest amenities, emptying wastebaskets, dusting, mopping and vacuuming, cleaning windows; washing and folding laundry; replacing guest supplies; keeping storage areas and carts stocked and organized. Entry level; requires supervision.",No,,"Must lift/carry 25 lbs., when necessary. Work schedule is at least 5 days per week with shifts varying by day and work days varying by week to include Saturday and Sunday. Employer-paid drug testing required of foreign and domestic workers prior to commencing work and post-hire upon suspicion of use and post-accident. Post-hire employment eligibility (e-Verify) check required of foreign and domestic workers.
",35,9:00 A.M. - 5:00 P.M.
794,Server,Quail Valley Golf Club,"Vero Beach, FL",$14.35,hour,10/15/2022,5/15/2023,View Job Order,+17222990093, ldanaher@quailvalleygolfclub.com,,Yes,10,"Take and serve food and beverage orders, carry out food and miscellaneous cleanup activities including wiping, polishing and/or breakdown tasks, setting tables, removing dishes.",Yes,3,"Fluency in English required sufficient to take orders and interact with customers.   Must be able to lift 25 lbs.

The days and hours of work will vary depending on scheduling and the level of business but will generally be 5 days per week with rotating days off.  35 hours per week with some overtime.  Multiple shifts are available, work shifts vary between 7am & 10pm 7 days a week; must be able to work Monday through Sunday, day off rotates.   
",35,7:00 A.M. - 4:00 P.M.
795,Mechanic,Falcon Truck and Trailer Repair LLC,"Presque Isle, ME",$21.52,hour,10/15/2022,6/30/2023,View Job Order,,Bruce@falcontransllc.com,https://joblink.maine.gov/,Yes,4,"Repair and maintain a fleet of trucks and refrigerated trailers. Perform duties such as repair, reline, replace, and adjust brakes; inspect vehicles for damage and record findings so that necessary repairs can be made; replace trailer/truck roofs, side panels, hoods, side fairings, cross members; prime and paint repaired surfaces as needed, replace/maintain tires and lighting.",Yes,12,"Must lift/carry 50 lbs., when necessary.  Saturday work required, when necessary.
",40,8:00 A.M. - 5:00 P.M.
796,"Tailors, Dressmakers and Custom Sewers",Ace Custom Tailors,"Austin, TX",$15.42,hour,10/15/2022,6/15/2023,View Job Order,+15124161234,mgarcia@topo-dg.com,workintexas.gov,Yes,10,"Fit, Alter, and repair clothing to customer's specifications.  Let out or take in seams in garments to improve fit using industrial sewing machine.  Make garment style changes, such as tapering pant legs.  Measure parts such as sleeves or pant legs, and mark or pin-fold alterations lines.",Yes,3,Must be able to operate an industrial sewing machine. ,40,8:00 A.M. - 5:00 P.M.
797,Throroughbred Horse Groom,Alexis Cordero Lopez,"Wilmington, DE",$14.62,hour,10/15/2022,8/14/2023,View Job Order,+13027618085,alexis.cordero1@icloud.com,,Yes,3,"Attends to the overall care of thoroughbred race horses including feeding, watering,
maintenance of stalls and tack, cleaning, brushing, trimming of horses, disinfecting stalls and
bedding, administration of meds as directed,
inspection of horse's physical condition. Will lift legs and clean horse's feet and apply liniments
and bandages to
legs as required. Will care for 1-5 horses at a time. Days Off Rotates. Split shifts 5-11 am and
3-5 pm.",Yes,1,"Must be able to lift 50 lbs.
",56,5:00 A.M. - 5:00 P.M.
798,Golf Shop Attendant,The Club at the Strand,"Naples, FL",$15.33-$16.00,hour,10/15/2022,5/15/2023,View Job Order,+12396311081,pamela.nuedling@thestrandclub.com,,Yes,1,"***RFI Response***

""assisting the Pro Shop with retail and member requests""- and assisting the Pro
Shop with retail and member requests such as scheduling tee times for members
in the Pro Shop’s computer system and answering basic member inquiries
regarding merchandise that may be available for sale in the Pro Shop or directing
them to sales associates for further assistance


***Original F.a.2***

Golf Shop Attendants will be responsible for providing assistance to members, including scheduling tee times, greeting members and assisting with check-in, providing bag, cart, and range service to members and guests, and assisting the Pro Shop with retail and member requests.

See attached job description for additional information.",Yes,3,"The Petitioner will consider for employment any person who possesses at least three (3) months of guest service experience in a golf environment at a high-end hotel, resort, or private club required.


",35,8:00 A.M. - 3:00 P.M.
799,Automotive Service Technician  ,Cedar Auto Repair LLC  ,"Scranton, PA",$19.29,hour,10/15/2022,11/30/2022,View Job Order,+15703431140,cedarautorepair1301@gmail.com,,Yes,3,"Inspect vehicles for damage and record findings so that necessary repairs can be made. Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment. Change spark plugs, fuel filters, air filters, and batteries in vehicles. Tune automobile engines to ensure proper and efficient functioning. Test drive vehicles and test components and systems, using equipment such as infrared engine analyzers, compression gauges, and computerized diagnostic devices. Align vehicles' front ends. Test electronic computer components in automobiles to ensure proper operation. Review work orders and discuss work with supervisors. Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment. Perform state-required inspections, oil changes, and general mechanic duties.",Yes,12,"Monday  Friday, 8:00 am  4:30 pm. 6 hours of OT may be possible. 40 hrs/ week. 6 hours of overtime may be possible.",40,8:00 A.M. - 4:30 P.M.
800,Landscape Laborer,dba Sarver Landscape Maintenance Company,"Wexford, PA",$15.95,hour,10/15/2022,12/15/2022,View Job Order,,toliver@sarverlandscape.com,https://www.pacareerlink.pa.gov,Yes,10,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking.  Entry level; requires supervision.",No,,"Must lift/carry 50 lbs., when necessary.  Saturday work required, when necessary.  Post-hire drug testing required of foreign and domestic workers upon suspicion of use.
",40,7:30 A.M. - 4:00 P.M.
801,Helpers-maintenance,Primetime Amusements LLC,"Mulberry, FL",$14.76,hour,10/15/2022,4/1/2023,View Job Order,+15127380498,funzone@primetimeacarnival.com,,Yes,20,"Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",No,,"Post-employment random drug testing & background checks may be required, at no cost to the worker. The job requires the applicant to be qualified, ready, willing, able, & available to perform during the entire employment at the designated worksite; to enter into & comply with employment contract; to follow workplace rules.
",40,8:00 A.M. - 5:00 P.M.
802,Packer ,MJAY'S Specialty Baked Foods,"Peachtree Corners, GA",$13.62,hour,10/15/2022,7/15/2023,View Job Order,+17704489190,,https://employgeorgia.com//,Yes,70,"Pack cakes, cookies and other desserts in a Bakery. Assemble, line, and pad cartons, crates, and containers,
using hand tools.",No,,"Working days vary between weekdays and weekends. Normal work shifts: Varies. 40 hours week, 4 days Monday to Sunday, 2 days off, varies Start Time varies from 1:AM to 11:00AM. End time varies from 11:00 am 6:00 pm, average daily varies mostly 8 to 10 hours. One hour non paid break.",70,1:00 A.M. - 11:00 A.M.
803,Cook,Highgate Hotels LP,"Key West, FL",$18.00-$22.00,hour,10/16/2022,7/31/2023,View Job Order,+13055878376,,alockwood@highgate.com,Yes,12,"Cooks will be responsible for preparing, seasoning, and cooking soups, meats, vegetables, desserts, and other food items in a restaurant. See attached job description for additional information.",Yes,6,"The Petitioner will consider for employment any person who possesses at least six (6) months of culinary experience in a fine-dining or high-volume environment at a high-end restaurant, resort, or private club.
",40,6:00 A.M. - 2:00 P.M.
804,Room Attendant,Highgate Hotels LP,"Key West, FL",$16.00-$20.00,hour,10/16/2022,7/31/2023,View Job Order,+13055878376,,alockwood@highgate.com,Yes,20,"Room Attendants will be responsible for cleaning and maintaining all rooms, suites, and indoor common areas at Highgate Hotels’ properties, which includes vacuuming floors, dusting, replenishing linens and towels, disinfecting bathrooms, and washing windows. See attached job description for additional information.",Yes,3,"The Petitioner will consider for employment any person who possesses at least three (3) months of experience at a high-end hotel, resort, or private club.
",40,6:00 A.M. - 2:00 P.M.
805,Nursery Worker,"Strongwood Forestry, Inc.","Delano, TN",$13.59,hour,10/18/2022,4/30/2023,View Job Order,+16626434216,strongwoodrecruits@gmail.com,https://www.jobs4tn.gov,Yes,10,"Duties may include: Sort already harvested: seedlings, cuttings, trees, and shrubs. Move containerized seedlings and trees from bins to then sort, straighten, and align seedlings. Then perform packaging, label seedlings, and manually pack/load for transport. Clean equipment/work area. Incidental driving possible & other related Nursery Worker activities as per SOC/OES 45-2092 (onetonline.org).

Possible weekend/holiday work.

At Employer’s sole discretion: possible raises and/or bonuses based on individual factors such as work performance or skill (not guaranteed).",No,,"Must show proof of legal authorization to work in the United States. Drug/alcohol/tobacco free work zone. Perform physical activities such as: lift, balance, walk, stoop, handle, position, move, manipulate materials use static strength to exert max muscle force to lift, push, pull, carry objects up to 60lbs (possible 2-person). All applicants must be able, willing, qualified to perform work described and must be available for the entire period specified. Based on Employer's discretion/cost: Worker may have random drug/alcohol testing during employment: positive test/ refusal to abide   = dismissal. Outdoors, exposed to weather; must be capable of doing physically strenuous labor for long hours, occasionally in extreme heat or cold. Variable weather conditions apply; hours may fluctuate (+/-), possible downtime and/or OT.
",35,8:00 A.M. - 4:00 P.M.
806,Nursery Worker,"Strongwood Forestry, Inc.","Camden, AL",$11.22,hour,10/18/2022,4/30/2023,View Job Order,+16626434216,strongwoodrecruits@gmail.com,https://alabamaworks.alabama.gov,Yes,12,"Duties may include: Sort already harvested: seedlings, cuttings, trees, and shrubs. Move containerized seedlings and trees from bins to then sort, straighten, and align seedlings. Then perform packaging, label seedlings, and manually pack/load for transport. Clean equipment/work area. Incidental driving possible & other related Nursery Worker activities as per SOC/OES 45-2092 (onetonline.org).

Possible weekend/holiday work.

At Employer’s sole discretion: possible raises and/or bonuses based on individual factors such as work performance or skill (not guaranteed).",No,,"Must show proof of legal authorization to work in the United States. Drug/alcohol/tobacco free work zone. Perform physical activities such as: lift, balance, walk, stoop, handle, position, move, manipulate materials use static strength to exert max muscle force to lift, push, pull, carry objects up to 60lbs (possible 2-person). All applicants must be able, willing, qualified to perform work described and must be available for the entire period specified. Based on Employer's discretion/cost: Worker may have random drug/alcohol testing during employment: positive test/ refusal to abide   = dismissal. Outdoors, exposed to weather; must be capable of doing physically strenuous labor for long hours, occasionally in extreme heat or cold. Variable weather conditions apply; hours may fluctuate (+/-), possible downtime and/or OT.",35,8:00 A.M. - 4:00 P.M.
